sex,name,year,count
F,Devon,1998,450
F,Elise,1998,984
F,Essence,1998,530
F,Genesis,1998,1140
F,Haven,1998,167
F,Jaden,1998,216
F,Jaelyn,1998,168
F,Jami,1998,89
F,Jesse,1998,212
F,Jocelyn,1998,2564
F,Kallie,1998,236
F,Kaycee,1998,193
F,Kendal,1998,166
F,Kinsley,1998,29
F,Kori,1998,216
F,Larissa,1998,651
F,Layla,1998,184
F,Leann,1998,316
F,Lexus,1998,440
F,London,1998,130
F,Malaysia,1998,98
F,Maleah,1998,31
F,Mallorie,1998,38
F,Malori,1998,7
F,Marlee,1998,150
F,Marley,1998,225
F,Moesha,1998,83
F,Myah,1998,196
F,Patience,1998,173
F,Randi,1998,300
F,Robyn,1998,464
F,Sandra,1998,1326
F,Savana,1998,166
F,Shakayla,1998,32
F,Shawna,1998,399
F,Sydnee,1998,306
F,Sylvia,1998,488
F,Talia,1998,645
F,Tamera,1998,207
F,Tanisha,1998,200
F,Tanner,1998,49
F,Tatiana,1998,1386
F,Tea,1998,209
F,Teresa,1998,938
F,Tykeria,1998,16
F,Winter,1998,94
F,Abbigail,1998,341
F,Abigayle,1998,169
F,Alayna,1998,366
F,Alexius,1998,72
F,Aliya,1998,121
F,Alyssia,1998,157
F,Anita,1998,299
F,Annmarie,1998,125
F,Arielle,1998,540
F,Aspen,1998,368
F,Aubree,1998,194
F,Azaria,1998,56
F,Blakely,1998,6
F,Bonnie,1998,234
F,Breonna,1998,165
F,Brianne,1998,455
F,Chelsie,1998,291
F,Clarissa,1998,961
F,Cydney,1998,170
F,Deasia,1998,180
F,Deborah,1998,501
F,Ebone,1998,6
F,Elexis,1998,123
F,Eliza,1998,527
F,Ella,1998,620
F,Ericka,1998,394
F,Eva,1998,804
F,Gabriel,1998,186
F,Gillian,1998,844
F,Halee,1998,62
F,Halley,1998,41
F,Hayleigh,1998,59
F,Hollie,1998,149
F,Jabria,1998,24
F,Jala,1998,65
F,Jameria,1998,6
F,Jayda,1998,274
F,Jesslyn,1998,19
F,Juanita,1998,233
F,Karley,1998,243
F,Katlynn,1998,215
F,Kayle,1998,100
F,Kayli,1998,247
F,Keely,1998,413
F,Keirra,1998,12
F,Keonna,1998,35
F,Kinsey,1998,195
F,Lakeisha,1998,26
F,Lana,1998,107
F,Laney,1998,32
F,Lara,1998,192
F,Latia,1998,21
F,Leanna,1998,374
F,Lexie,1998,437
F,Lila,1998,157
F,Madelynn,1998,310
F,Madisyn,1998,383
F,Makaila,1998,113
F,Marion,1998,68
F,Marlana,1998,6
F,Mckinley,1998,57
F,Meaghan,1998,349
F,Misty,1998,232
F,Naja,1998,103
F,Nichole,1998,578
F,Niya,1998,69
F,Rose,1998,978
F,Ruby,1998,1161
F,Shaina,1998,276
F,Shameka,1998,6
F,Shantavia,1998,12
F,Shelley,1998,40
F,Susannah,1998,23
F,Sydnie,1998,181
F,Tamesha,1998,6
F,Tamya,1998,16
F,Tania,1998,526
F,Taryn,1998,545
F,Terra,1998,91
F,Tianna,1998,478
F,Tiera,1998,81
F,Tyneshia,1998,6
F,Vivian,1998,858
F,Wendy,1998,807
F,Zoey,1998,431
F,Caroline,1999,4453
F,Jada,1999,2890
F,Abby,1999,1788
F,Faith,1999,4225
F,Raven,1999,1486
F,Caitlyn,1999,2658
F,Brooklyn,1999,1658
F,Whitney,1999,1394
F,Briana,1999,3818
F,Mallory,1999,1456
F,Diamond,1999,2113
F,Asia,1999,1379
F,Chelsea,1999,2704
F,Jayla,1999,945
F,Alexia,1999,1628
F,Lauryn,1999,1856
F,Savanna,1999,1364
F,Tatyana,1999,1128
F,Maggie,1999,1393
F,Ashton,1999,869
F,Callie,1999,1164
F,Cameron,1999,1758
F,Hayley,1999,2233
F,Madelyn,1999,1859
F,Hanna,1999,1846
F,Hope,1999,2252
F,Leslie,1999,3323
F,Alexus,1999,1369
F,Katlyn,1999,1042
F,Peyton,1999,1325
F,Tori,1999,1273
F,Kelly,1999,3401
F,Macy,1999,956
F,Virginia,1999,777
F,Angela,1999,3608
F,Cierra,1999,1542
F,Holly,1999,1724
F,Meagan,1999,1003
F,Aaliyah,1999,1038
F,Christian,1999,436
F,Tiara,1999,793
F,Baylee,1999,811
F,Chasity,1999,549
F,Destinee,1999,959
F,Gracie,1999,867
F,Allie,1999,809
F,Casey,1999,1775
F,Crystal,1999,2718
F,Reagan,1999,824
F,Annie,1999,939
F,Claudia,1999,1631
F,Jamya,1999,127
F,Kierra,1999,760
F,Kirsten,1999,1495
F,Mercedes,1999,1179
F,Meredith,1999,1110
F,Sidney,1999,1193
F,Brandi,1999,986
F,Melanie,1999,2641
F,Deja,1999,1108
F,Kaleigh,1999,598
F,Selena,1999,2088
F,Tara,1999,1368
F,Allyson,1999,1455
F,Avery,1999,1466
F,Carley,1999,570
F,Deanna,1999,1089
F,Haleigh,1999,605
F,Julie,1999,1725
F,Kristin,1999,1163
F,Makenzie,1999,1395
F,Tia,1999,820
F,Harley,1999,707
F,Hayden,1999,204
F,Kyla,1999,1223
F,Tamara,1999,720
F,Tamia,1999,663
F,Ashleigh,1999,834
F,Brandy,1999,805
F,Britney,1999,1473
F,Erika,1999,2301
F,Jakayla,1999,174
F,Mia,1999,2719
F,Tabitha,1999,1033
F,Abbie,1999,385
F,Alexa,1999,3640
F,Carly,1999,1814
F,Charity,1999,443
F,Kyra,1999,1458
F,Adrianna,1999,1441
F,Alana,1999,1204
F,Amaya,1999,656
F,Cassie,1999,931
F,Desiree,1999,1787
F,Ebony,1999,477
F,Kristina,1999,1421
F,Alaina,1999,837
F,Alison,1999,1490
F,Alissa,1999,1076
F,Ann,1999,530
F,Ayanna,1999,620
F,Carlie,1999,469
F,Ciara,1999,1178
F,Dominique,1999,1647
F,Heaven,1999,679
F,Jessie,1999,695
F,Jillian,1999,2258
F,Presley,1999,148
F,Regan,1999,579
F,Aliyah,1999,813
F,Chandler,1999,401
F,Destini,1999,413
F,Hunter,1999,803
F,Lindsay,1999,1825
F,Logan,1999,1037
F,Meghan,1999,2561
F,Tessa,1999,1219
F,Tyra,1999,680
F,Valerie,1999,2010
F,Abbey,1999,674
F,Anne,1999,1044
F,Ansley,1999,229
F,Carmen,1999,1100
F,Jamia,1999,136
F,Jazmine,1999,1348
F,Jordyn,1999,1604
F,Rachael,1999,1635
F,Skyler,1999,1187
F,Aubrey,1999,1211
F,Camille,1999,1115
F,Carrie,1999,540
F,Carson,1999,390
F,Georgia,1999,802
F,India,1999,624
F,Kaley,1999,485
F,Kalyn,1999,196
F,Kaylin,1999,554
F,Kelsie,1999,635
F,Nadia,1999,869
F,Nancy,1999,1391
F,Raegan,1999,255
F,Robyn,1999,323
F,Alyson,1999,581
F,Carolyn,1999,980
F,Chelsey,1999,598
F,Cheyanne,1999,893
F,Daisy,1999,2436
F,Darby,1999,233
F,Ellen,1999,626
F,Josie,1999,864
F,Linda,1999,854
F,Monica,1999,2100
F,Sophie,1999,1661
F,Talia,1999,714
F,Yasmine,1999,660
F,Addison,1999,757
F,Alisha,1999,726
F,Bailee,1999,611
F,Dana,1999,1278
F,Delaney,1999,1423
F,Eleanor,1999,643
F,Elisabeth,1999,647
F,Emilee,1999,873
F,Essence,1999,492
F,Ivy,1999,722
F,Jacqueline,1999,3886
F,Joanna,1999,1301
F,Karen,1999,2138
F,Kassidy,1999,913
F,Katelin,1999,358
F,Kayleigh,1999,789
F,Kiera,1999,628
F,Kourtney,1999,359
F,Patricia,1999,1510
F,Susan,1999,653
F,Toni,1999,472
F,Zaria,1999,294
F,Adrienne,1999,436
F,Ally,1999,497
F,Amya,1999,131
F,Ana,1999,2081
F,Ashlee,1999,960
F,Bianca,1999,1918
F,Bryanna,1999,969
F,Frances,1999,443
F,Gabriella,1999,3127
F,Hallie,1999,811
F,Jalyn,1999,177
F,Jamiya,1999,55
F,Julianna,1999,1161
F,Kacie,1999,412
F,Kaitlynn,1999,778
F,Lacey,1999,830
F,Lexus,1999,321
F,Lucy,1999,779
F,Miracle,1999,389
F,Paris,1999,511
F,Amberly,1999,63
F,Ashlynn,1999,584
F,Dasia,1999,257
F,Diana,1999,3307
F,Eva,1999,951
F,Evelyn,1999,1912
F,Helen,1999,797
F,Karla,1999,1560
F,Kasey,1999,767
F,Keyonna,1999,54
F,Kira,1999,1063
F,Laken,1999,105
F,Marlee,1999,147
F,Precious,1999,652
F,Randi,1999,224
F,Shakeria,1999,32
F,Tamya,1999,77
F,Antonia,1999,372
F,Candace,1999,398
F,Christine,1999,1457
F,Haylee,1999,941
F,Jocelyn,1999,2433
F,Justice,1999,462
F,Kamryn,1999,867
F,Karlee,1999,341
F,Katlynn,1999,210
F,Keanna,1999,101
F,Lillie,1999,203
F,Macey,1999,418
F,Madalyn,1999,581
F,Maegan,1999,243
F,Robin,1999,403
F,Serenity,1999,482
F,Tamera,1999,202
F,Tianna,1999,534
F,Tyler,1999,758
F,Abbigail,1999,340
F,Amari,1999,360
F,Candice,1999,291
F,Cayla,1999,414
F,Celeste,1999,1155
F,Christen,1999,128
F,Ciera,1999,442
F,Destiney,1999,405
F,Emilie,1999,513
F,Felicity,1999,677
F,Haven,1999,226
F,Jasmin,1999,1529
F,Kailee,1999,487
F,Katlin,1999,223
F,Katrina,1999,1256
F,Kaylie,1999,683
F,Kinley,1999,60
F,Lana,1999,129
F,Laurel,1999,400
F,Loren,1999,274
F,Lori,1999,219
F,Lyndsey,1999,313
F,Mattie,1999,180
F,Natasha,1999,1214
F,Patience,1999,144
F,Savana,1999,206
F,Scarlett,1999,169
F,Shakayla,1999,44
F,Taryn,1999,539
F,Terri,1999,124
F,Tiana,1999,892
F,Alexandrea,1999,295
F,Alice,1999,590
F,Aniya,1999,275
F,Caleigh,1999,265
F,Cara,1999,694
F,Carlee,1999,312
F,Chelsie,1999,175
F,Chyna,1999,515
F,Cori,1999,89
F,Felicia,1999,615
F,Gabriel,1999,222
F,Genesis,1999,1188
F,Heidi,1999,880
F,Hillary,1999,186
F,Jailyn,1999,118
F,Janae,1999,464
F,Joy,1999,552
F,Karley,1999,208
F,Kaylyn,1999,377
F,Kenya,1999,410
F,Kinsley,1999,49
F,Lainey,1999,34
F,Laney,1999,112
F,Leanna,1999,313
F,Macie,1999,380
F,Madeleine,1999,1107
F,Madelynn,1999,296
F,Mckenna,1999,1547
F,Mollie,1999,379
F,Nia,1999,773
F,Nina,1999,1402
F,Reanna,1999,189
F,Savanah,1999,384
F,Shakira,1999,208
F,Shamya,1999,94
F,Shayla,1999,1155
F,Sydni,1999,331
F,Sydnie,1999,264
F,Teresa,1999,941
F,Adrian,1999,114
F,Alanna,1999,497
F,Aleah,1999,287
F,Ali,1999,161
F,Anastasia,1999,971
F,Annabelle,1999,491
F,Ayana,1999,239
F,Barbara,1999,478
F,Bonnie,1999,194
F,Carla,1999,629
F,Christin,1999,78
F,Constance,1999,134
F,Cortney,1999,256
F,Daija,1999,199
F,Daja,1999,134
F,Deborah,1999,459
F,Devin,1999,460
F,Eboni,1999,112
F,Elaina,1999,393
F,Elexis,1999,85
F,Ella,1999,722
F,Grayson,1999,67
F,Halie,1999,344
F,Holland,1999,52
F,Imani,1999,1009
F,Isabelle,1999,1935
F,Jacquelyn,1999,656
F,Jaden,1999,557
F,Jaelyn,1999,266
F,Jakeria,1999,29
F,Jamesha,1999,87
F,Jaycie,1999,68
F,Jaylen,1999,58
F,Kameron,1999,139
F,Karli,1999,298
F,Karlie,1999,295
F,Karmen,1999,8
F,Kateria,1999,14
F,Keandra,1999,28
F,Keara,1999,190
F,Keyona,1999,48
F,Kirstin,1999,171
F,Kristian,1999,127
F,Lena,1999,422
F,Lexi,1999,677
F,Lexie,1999,413
F,London,1999,167
F,Madisyn,1999,411
F,Martha,1999,681
F,Micah,1999,369
F,Montana,1999,396
F,Nora,1999,541
F,Raquel,1999,917
F,Sandra,1999,1248
F,Selina,1999,293
F,Shelbie,1999,138
F,Sydnee,1999,426
F,Taniya,1999,83
F,Tatum,1999,594
F,Tierra,1999,494
F,Tiffani,1999,184
F,Tristen,1999,97
F,Tykeria,1999,24
F,Vivian,1999,1078
F,Addie,1999,64
F,Adriana,1999,2264
F,Aja,1999,127
F,Alayna,1999,534
F,Alaysia,1999,74
F,Alejandra,1999,1708
F,Alivia,1999,327
F,Allyssa,1999,260
F,Ashtyn,1999,149
F,Ava,1999,1159
F,Breana,1999,485
F,Brenda,1999,1943
F,Brenna,1999,1003
F,Bria,1999,341
F,Bridget,1999,1246
F,Carrington,1999,115
F,Christa,1999,264
F,Deasia,1999,169
F,Demetria,1999,71
F,Ellie,1999,671
F,Erykah,1999,71
F,Esmeralda,1999,1720
F,Gillian,1999,989
F,Gloria,1999,752
F,Hollie,1999,127
F,Jacey,1999,225
F,Jacklyn,1999,229
F,Jala,1999,110
F,Jalexis,1999,7
F,Jalisa,1999,57
F,Jane,1999,577
F,Jaylin,1999,150
F,Kaci,1999,154
F,Kaila,1999,494
F,Kailyn,1999,336
F,Kari,1999,228
F,Kaytlin,1999,131
F,Kelli,1999,506
F,Keonna,1999,7
F,Kiley,1999,553
F,Kimora,1999,54
F,Kinsey,1999,162
F,Krista,1999,770
F,Latavia,1999,78
F,Maci,1999,216
F,Magen,1999,18
F,Makala,1999,188
F,Makenna,1999,1083
F,Makiya,1999,13
F,Malaysia,1999,99
F,Malia,1999,373
F,Marley,1999,243
F,Mckayla,1999,627
F,Micaela,1999,432
F,Miriam,1999,1009
F,Miya,1999,172
F,Myesha,1999,23
F,Nautica,1999,208
F,Nikki,1999,338
F,Parker,1999,166
F,Regina,1999,405
F,Rylee,1999,871
F,Ryleigh,1999,140
F,Shaylee,1999,163
F,Stella,1999,238
F,Tionna,1999,74
F,Tristan,1999,110
F,Wynter,1999,26
F,Zoie,1999,210
F,Aiyana,1999,152
F,Akira,1999,116
F,Alondra,1999,1683
F,Arielle,1999,469
F,Bobbie,1999,117
F,Calista,1999,440
F,Cassady,1999,17
F,Cecilia,1999,1065
F,Christiana,1999,223
F,Cindy,1999,1291
F,Clara,1999,728
F,Daisha,1999,167
F,Daphne,1999,261
F,Darian,1999,239
F,Dejah,1999,292
F,Donna,1999,305
F,Ebonie,1999,6
F,Eden,1999,447
F,Farrah,1999,53
F,Guadalupe,1999,1260
F,Hailee,1999,518
F,Halee,1999,84
F,Halley,1999,93
F,Harmony,1999,195
F,Iesha,1999,45
F,Isis,1999,377
F,Ivey,1999,40
F,Jameria,1999,15
F,Jamyia,1999,6
F,Jewel,1999,390
F,Jurnee,1999,57
F,Karissa,1999,576
F,Kaylah,1999,266
F,Kaylan,1999,128
F,Kayley,1999,398
F,Keely,1999,335
F,Kennedi,1999,215
F,Kenyatta,1999,15
F,Keyara,1999,45
F,Kiarra,1999,229
F,Kimberley,1999,57
F,Lakeria,1999,6
F,Leann,1999,177
F,Lesley,1999,629
F,Lilly,1999,440
F,Lisa,1999,1069
F,Lyric,1999,268
F,Madilyn,1999,240
F,Meaghan,1999,308
F,Nikita,1999,240
F,Niya,1999,123
F,Octavia,1999,170
F,Pamela,1999,605
F,Priscilla,1999,1250
F,Shanna,1999,131
F,Sharon,1999,633
F,Sofia,1999,1552
F,Sommer,1999,99
F,Sylvia,1999,468
F,Tabatha,1999,122
F,Takira,1999,13
F,Tanya,1999,340
F,Tatianna,1999,202
F,Tyesha,1999,61
F,Tytiana,1999,75
F,Valencia,1999,74
F,Zykeria,1999,29
F,Caroline,2000,5003
F,Jada,2000,3737
F,Kelsey,2000,3664
F,Bailey,2000,4635
F,Ashlyn,2000,1801
F,Brittney,2000,2294
F,Lindsey,2000,3197
F,Kennedy,2000,2368
F,Diamond,2000,2054
F,Summer,2000,2313
F,Raven,2000,1405
F,Stephanie,2000,7023
F,Jayla,2000,1221
F,Madelyn,2000,2656
F,Abby,2000,1549
F,Briana,2000,3741
F,Cassidy,2000,3156
F,Gracie,2000,1286
F,Mallory,2000,1441
F,Maggie,2000,1592
F,Alexia,2000,1988
F,Tiffany,2000,3294
F,Brooklyn,2000,1794
F,Kaitlin,2000,2115
F,Cameron,2000,1564
F,Makenzie,2000,1590
F,Payton,2000,2040
F,Kiara,2000,2547
F,Asia,2000,1393
F,Alexus,2000,1237
F,Lauryn,2000,1378
F,Reagan,2000,1091
F,Katlyn,2000,923
F,Britney,2000,2376
F,Lacey,2000,762
F,Macy,2000,1344
F,Tamia,2000,631
F,Riley,2000,2537
F,Camryn,2000,1728
F,Mya,2000,1807
F,Aaliyah,2000,1459
F,Meagan,2000,830
F,Whitney,2000,1184
F,Avery,2000,1803
F,Erika,2000,2705
F,Amaya,2000,1610
F,Ariel,2000,1729
F,Charity,2000,553
F,Chelsea,2000,2365
F,Michaela,2000,2160
F,Savanna,2000,1470
F,Callie,2000,954
F,Hanna,2000,1891
F,Crystal,2000,2525
F,Haleigh,2000,756
F,Hope,2000,2298
F,Kara,2000,1620
F,Kierra,2000,721
F,Virginia,2000,761
F,Allie,2000,696
F,Destinee,2000,916
F,Arianna,2000,2637
F,Baylee,2000,876
F,Abbie,2000,388
F,Alana,2000,1241
F,Ashleigh,2000,872
F,Ashton,2000,820
F,Christian,2000,396
F,Tatyana,2000,675
F,Tori,2000,1204
F,Carly,2000,1931
F,Harley,2000,706
F,Josie,2000,947
F,Rachael,2000,1356
F,Tabitha,2000,951
F,Addison,2000,941
F,Alicia,2000,2729
F,Amelia,2000,1501
F,Jazmine,2000,1309
F,Kassidy,2000,976
F,Logan,2000,960
F,Shania,2000,1071
F,Anne,2000,1047
F,Cierra,2000,1354
F,Diana,2000,3137
F,India,2000,687
F,Leslie,2000,3592
F,Tamara,2000,631
F,Cassie,2000,855
F,Evelyn,2000,2190
F,Kyra,2000,1581
F,Meredith,2000,1055
F,Sophie,2000,2090
F,Tara,2000,1299
F,Ella,2000,1183
F,Ivy,2000,844
F,Jakayla,2000,198
F,Julie,2000,1650
F,Melanie,2000,2942
F,Tessa,2000,1180
F,Brandy,2000,679
F,Carrie,2000,492
F,Dakota,2000,1064
F,Desiree,2000,1757
F,Hayden,2000,281
F,Jayden,2000,511
F,Kaleigh,2000,636
F,Kayleigh,2000,845
F,Kristin,2000,1020
F,Alexa,2000,3660
F,Allyson,2000,1280
F,Aniya,2000,413
F,Ann,2000,505
F,Annie,2000,982
F,Brenda,2000,1879
F,Carley,2000,642
F,Carmen,2000,1161
F,Casey,2000,1487
F,Claudia,2000,1582
F,Cynthia,2000,2009
F,Deanna,2000,1015
F,Deja,2000,873
F,Kaley,2000,443
F,Kyla,2000,1333
F,Mercedes,2000,1106
F,Sidney,2000,1188
F,Tyra,2000,568
F,Zaria,2000,524
F,Adriana,2000,2657
F,Ansley,2000,260
F,Bailee,2000,617
F,Carolyn,2000,1004
F,Chasity,2000,507
F,Delaney,2000,1513
F,Gabriel,2000,227
F,Genesis,2000,1263
F,Georgia,2000,894
F,Jamya,2000,167
F,Lucy,2000,934
F,Sadie,2000,1296
F,Tamya,2000,129
F,Aliyah,2000,1086
F,April,2000,1418
F,Aubrey,2000,1374
F,Destini,2000,405
F,Ebony,2000,409
F,Frances,2000,383
F,Hallie,2000,1055
F,Haylee,2000,1230
F,Heaven,2000,857
F,Jacqueline,2000,5008
F,Julianna,2000,1257
F,Kaylie,2000,714
F,Kaylin,2000,593
F,Kaylyn,2000,379
F,Madalyn,2000,715
F,Mollie,2000,387
F,Shayla,2000,988
F,Alaina,2000,977
F,Alison,2000,1334
F,Amya,2000,396
F,Ashlynn,2000,704
F,Brandi,2000,711
F,Carlee,2000,353
F,Emilee,2000,893
F,Kailey,2000,1015
F,Karlie,2000,295
F,Kaylan,2000,149
F,Raegan,2000,362
F,Alisha,2000,671
F,Alyson,2000,560
F,Amari,2000,479
F,Ashlee,2000,973
F,Helen,2000,838
F,Jamaya,2000,45
F,Joy,2000,559
F,Kiana,2000,1124
F,Martha,2000,727
F,Serena,2000,1471
F,Tiara,2000,724
F,Tierra,2000,446
F,Vanessa,2000,5116
F,Adrianna,2000,1420
F,Alissa,2000,1130
F,Brooklynn,2000,467
F,Cayla,2000,375
F,Kamryn,2000,898
F,Kelli,2000,433
F,Kira,2000,1051
F,Lindsay,2000,1773
F,Macey,2000,459
F,Valerie,2000,1987
F,Abbey,2000,616
F,Aleah,2000,364
F,Ayanna,2000,617
F,Breana,2000,417
F,Deasia,2000,206
F,Destiney,2000,395
F,Dominique,2000,1230
F,Ellen,2000,575
F,Essence,2000,418
F,Halle,2000,592
F,Jayda,2000,604
F,Karen,2000,2125
F,Kasey,2000,705
F,Kelsie,2000,600
F,Kenya,2000,474
F,Kiley,2000,581
F,Kristina,2000,1391
F,Lilly,2000,620
F,Malaysia,2000,160
F,Marlee,2000,144
F,Mckenna,2000,1678
F,Niya,2000,154
F,Savana,2000,254
F,Teresa,2000,849
F,Veronica,2000,2327
F,Abbigail,2000,427
F,Ally,2000,376
F,Ana,2000,2395
F,Aniyah,2000,274
F,Dana,2000,969
F,Eleanor,2000,731
F,Elisabeth,2000,687
F,Halie,2000,412
F,Jaden,2000,704
F,Jana,2000,171
F,Jasmin,2000,1619
F,Jaylin,2000,178
F,Joanna,2000,1312
F,Krista,2000,648
F,Laurel,2000,407
F,Layla,2000,664
F,Madeleine,2000,1102
F,Madyson,2000,541
F,Maranda,2000,175
F,Melody,2000,670
F,Nia,2000,989
F,Robin,2000,379
F,Skyler,2000,1247
F,Sydni,2000,420
F,Yasmine,2000,604
F,Adrienne,2000,448
F,Ava,2000,1772
F,Bryanna,2000,900
F,Carlie,2000,506
F,Chelsey,2000,524
F,Ciara,2000,1087
F,Dixie,2000,61
F,Felicity,2000,601
F,Hali,2000,89
F,Heidi,2000,854
F,Jalyn,2000,289
F,Jamia,2000,143
F,Jamiya,2000,43
F,Janiya,2000,196
F,Jaycee,2000,178
F,Justice,2000,421
F,Kaitlynn,2000,766
F,Kali,2000,619
F,Katlin,2000,139
F,Kylee,2000,1618
F,Lexi,2000,609
F,Linda,2000,806
F,Loren,2000,263
F,Mattie,2000,244
F,Savanah,2000,392
F,Tatum,2000,619
F,Amiya,2000,169
F,Blakely,2000,28
F,Briley,2000,60
F,Cara,2000,687
F,Carrington,2000,156
F,Carson,2000,334
F,Cecilia,2000,1097
F,Clara,2000,834
F,Devin,2000,466
F,Eden,2000,449
F,Eva,2000,1056
F,Hunter,2000,668
F,Jane,2000,586
F,Juliana,2000,1279
F,Kailyn,2000,383
F,Karlee,2000,363
F,Kate,2000,1359
F,Kayley,2000,349
F,Kelsi,2000,239
F,Keona,2000,57
F,Kourtney,2000,284
F,Lacy,2000,128
F,Laney,2000,274
F,Lexie,2000,409
F,Lisa,2000,1046
F,Maci,2000,243
F,Macie,2000,511
F,Paris,2000,527
F,Rhiannon,2000,568
F,Shakeria,2000,21
F,Tatiana,2000,1255
F,Alanna,2000,482
F,Alaysia,2000,125
F,Ambria,2000,39
F,Angelica,2000,2374
F,Azaria,2000,85
F,Brenna,2000,994
F,Cristina,2000,869
F,Dorothy,2000,259
F,Gabriela,2000,2816
F,Harmony,2000,249
F,Haven,2000,234
F,Jaila,2000,54
F,Jakyra,2000,20
F,Jocelyn,2000,2724
F,Karley,2000,204
F,Kaylen,2000,129
F,Keara,2000,175
F,Kennedi,2000,235
F,Keyanna,2000,101
F,Kiera,2000,581
F,Kinley,2000,78
F,Kristian,2000,89
F,Laken,2000,73
F,Leanna,2000,368
F,Lillie,2000,233
F,Maegan,2000,216
F,Micah,2000,334
F,Miriam,2000,1090
F,Montana,2000,370
F,Nancy,2000,1351
F,Precious,2000,610
F,Presley,2000,234
F,Randi,2000,171
F,Sandra,2000,1230
F,Shamya,2000,85
F,Shana,2000,130
F,Sheridan,2000,207
F,Susan,2000,622
F,Tayla,2000,103
F,Terra,2000,87
F,Tykeria,2000,34
F,Zoie,2000,257
F,Akira,2000,127
F,Amani,2000,282
F,Annabelle,2000,546
F,Ashia,2000,16
F,Bridget,2000,1141
F,Brooklin,2000,42
F,Candace,2000,368
F,Carissa,2000,633
F,Christa,2000,232
F,Daijah,2000,94
F,Daisha,2000,156
F,Daniela,2000,2135
F,Daphne,2000,327
F,Deborah,2000,491
F,Esmeralda,2000,1612
F,Gillian,2000,939
F,Jacey,2000,263
F,Jakeria,2000,22
F,Jalisa,2000,70
F,Janna,2000,57
F,Janya,2000,38
F,Jesse,2000,223
F,Kaci,2000,151
F,Kailee,2000,492
F,Karla,2000,1558
F,Kenley,2000,25
F,Kiarra,2000,193
F,Kiersten,2000,591
F,Krystal,2000,843
F,Lori,2000,191
F,Madisyn,2000,561
F,Magen,2000,8
F,Makenna,2000,1133
F,Marley,2000,280
F,Mckayla,2000,622
F,Miracle,2000,461
F,Octavia,2000,130
F,Princess,2000,230
F,Regan,2000,555
F,Robyn,2000,289
F,Rose,2000,1040
F,Ruth,2000,834
F,Rylee,2000,1083
F,Sally,2000,264
F,Shakira,2000,220
F,Sydnee,2000,452
F,Tamera,2000,99
F,Tianna,2000,507
F,Zoey,2000,643
F,Alex,2000,160
F,Ali,2000,149
F,Alivia,2000,399
F,Amiyah,2000,71
F,Anaya,2000,181
F,Anya,2000,369
F,August,2000,35
F,Bayleigh,2000,89
F,Brionna,2000,190
F,Cailyn,2000,84
F,Carol,2000,258
F,Cherish,2000,105
F,Christine,2000,1391
F,Dasia,2000,217
F,Dejah,2000,184
F,Demetria,2000,71
F,Destinie,2000,105
F,Ellie,2000,779
F,Gabriella,2000,3341
F,Gloria,2000,813
F,Harlie,2000,64
F,Imani,2000,1010
F,Jailyn,2000,179
F,Jakia,2000,24
F,Janae,2000,526
F,Janice,2000,233
F,Jasmyne,2000,124
F,Jazmin,2000,1355
F,Kaelyn,2000,307
F,Kaila,2000,562
F,Kalyn,2000,194
F,Karli,2000,330
F,Karrington,2000,30
F,Katelin,2000,367
F,Kathy,2000,319
F,Katilyn,2000,28
F,Katlynn,2000,165
F,Keasia,2000,67
F,Kelsea,2000,70
F,Keri,2000,128
F,Keyonna,2000,78
F,Kinsey,2000,195
F,Kinsley,2000,65
F,Kyleigh,2000,387
F,Leila,2000,378
F,Lizbeth,2000,771
F,London,2000,212
F,Lyndsey,2000,335
F,Mahogany,2000,132
F,Makiyah,2000,28
F,Marisa,2000,1006
F,Mercedez,2000,55
F,Moriah,2000,308
F,Pamela,2000,563
F,Patience,2000,177
F,Santana,2000,137
F,Serenity,2000,613
F,Shaina,2000,222
F,Shaniya,2000,200
F,Sharon,2000,622
F,Shyann,2000,229
F,Sonya,2000,178
F,Stacy,2000,383
F,Stormy,2000,111
F,Taniya,2000,141
F,Tanner,2000,36
F,Tayler,2000,467
F,Tyler,2000,654
F,Zykeria,2000,42
F,Adrian,2000,160
F,Aja,2000,152
F,Alayna,2000,618
F,Alecia,2000,78
F,Aleigha,2000,55
F,Alesha,2000,61
F,Alice,2000,604
F,Alisa,2000,347
F,Alysa,2000,220
F,Ariyana,2000,39
F,Ashli,2000,66
F,Beverly,2000,108
F,Beyonce,2000,165
F,Chandler,2000,262
F,Charlotte,2000,1054
F,Cheyanne,2000,745
F,Christiana,2000,200
F,Ciera,2000,422
F,Constance,2000,126
F,Daja,2000,127
F,Dallas,2000,172
F,Deandrea,2000,12
F,Denise,2000,910
F,Devyn,2000,276
F,Elaina,2000,475
F,Emmalee,2000,172
F,Grayson,2000,116
F,Hadley,2000,170
F,Halee,2000,123
F,Hana,2000,323
F,Harper,2000,79
F,Hillary,2000,200
F,Holli,2000,18
F,Hollie,2000,103
F,Jadah,2000,62
F,Jaelyn,2000,343
F,Jala,2000,106
F,Jalynn,2000,120
F,Jami,2000,63
F,Jamiah,2000,23
F,Jaylyn,2000,91
F,Jolie,2000,212
F,Joyce,2000,301
F,Joycelyn,2000,26
F,Kacie,2000,332
F,Kallie,2000,238
F,Kameron,2000,162
F,Karly,2000,261
